Company,Stock_Code,Date,Current_Asset,Current_Liability,Inventory,Total_Liability,Total_Assets,EBIT,Interest_Expense,Accounts_Receivable,Accounts_Payable,Sales_revenue,Cost_of_Sales,Net_Profit,NOI,Net_Cash_Flows_from_Operating_Activities,Capital_Eexpenditure,,ROE,,,,,Current Ratio,Quick Ratio,Debt to Assets Ratio,Interest Coverage Ratio,Inventory Turnover Ratio,Accounts Receivable Turnover Ratio,Gross Profit Margin,Net Profit Margin,Capitalization Rate,Operating Cash Flow to Profit Ratio
000031.sz,SZ000031,2022年中报,161832.32,108055.25,107139.21,166117.08,218030.3,,,471.31,18098.3,15001.3,9909.24,1068.09273,2009.05113,-360.21,,,0.0002,,,,,,,,,,,,,,
000031.sz,SZ000031,2022年一季报,155300.63,95720.38,100571.72,157378.9,210494,,,380.71,12652.03,8181.06,5160.11,794.38089,1421.15857,-,,,0.0002,,,,,,,,,,,,,,
600239.sh,SH600239,2023年三季报,4563.65,4601.16,564.32,10130.74,12682.85,,,217.87,425.82,1222.24,713.25,179.30187,193.30144,-,,,0.0007,,,,,,,,,,,,,,
600239.sh,SH600239,2023年中报,4691.18,4752.6,556.24,10345.51,12900.82,,,205.22,435.72,803.42,452.44,161.72873,174.17898,890.31,,,0.0006,,,,,,,,,,,,,,
600239.sh,SH600239,2023年一季报,4813.45,4832.04,563.55,10190.29,12767.38,,,224.96,441.04,397,221.19,175.03527,176.03001,-,,,0.0007,,,,,,,,,,,,,,
600239.sh,SH600239,2022年年报,5461.52,5572.89,561.78,10979.06,13527.57,,,186.73,461.36,2568.39,1648.04,-843.97174,-727.74722,15823.15,,,-0.0033,,,,,,,,,,,,,,
600239.sh,SH600239,2022年三季报,8300.41,15160.17,6004.77,25439.41,27325,,,262.76,1583.34,1999.36,1262.81,-682.38317,-630.04739,-,,,-0.0036,,,,,,,,,,,,,,
600239.sh,SH600239,2022年中报,12376.73,18548.62,6199.61,29460.72,31680.93,,,262.94,1685.86,1431.6,922.42,-348.30796,-315.07632,4966.56,,,-0.0016,,,,,,,,,,,,,,
600239.sh,SH600239,2022年一季报,19928.12,27119.99,17186.2,37996.29,40057.65,,,193.99,3593.07,807.87,538.76,-407.57127,-330.53853,-,,,-0.002,,,,,,,,,,,,,,
000036.sz,SZ000036,2023年三季报,5608.66,1299.11,2046.08,1927.75,8079.79,,,22.49,284.9,414.87,219.15,55.84117,71.53349,-,,,0.0001,,,,,,,,,,,,,,
000036.sz,SZ000036,2023年中报,5641.25,1268.33,2054.94,1895.78,8134.08,,,47.83,295.83,296.14,150.41,29.52486,35.63515,-1010.42,,,0,,,,,,,,,,,,,,
000036.sz,SZ000036,2023年一季报,6695.21,1951.09,2089.29,2578.2,8875.81,,,47.01,304.84,169.31,86.23,38.18019,50.07063,-,,,0.0001,,,,,,,,,,,,,,
000036.sz,SZ000036,2022年年报,7045.71,2349.17,2116.17,2976.31,9235.91,,,43.73,442.44,2343.95,1128.57,599.81593,786.30805,2255.06,,,0.001,,,,,,,,,,,,,,
000036.sz,SZ000036,2022年三季报,6429.35,2222.52,3009.29,3007.83,9007.56,,,8.1804,450.94,502.09,247.54,89.4221,120.28641,-,,,0.0002,,,,,,,,,,,,,,
000036.sz,SZ000036,2022年中报,6507.61,2306.29,3019.66,3111.58,9088.54,,,6.834,474.47,358.62,174.59,66.34527,87.9182,-118.14,,,0.0001,,,,,,,,,,,,,,
000036.sz,SZ000036,2022年一季报,6645.52,2020.2,3041.11,3186.13,9242.77,,,6.225,496.36,202.49,94.19,44.97219,60.28093,-,,,0.0001,,,,,,,,,,,,,,
603506.sh,SH603506,2023年三季报,1817.35,1322.24,16.31,1385.43,2496.01,,,684.09,322.96,1387.78,1125.86,123.51218,157.59335,-,,,0.0011,,,,,,,,,,,,,,
603506.sh,SH603506,2023年中报,1823.13,1339.06,14.45,1407.2,2493.62,,,641.19,324.11,930.77,740.37,99.03394,128.53222,61.75,,,0.0009,,,,,,,,,,,,,,
603506.sh,SH603506,2023年一季报,1650.45,1158.37,14.2,1229.29,2323.55,,,617.34,326.6,465.09,364.85,43.57849,55.25805,-,,,0.0004,,,,,,,,,,,,,,
603506.sh,SH603506,2022年年报,1719.73,1169.01,13.96,1242.38,2293.86,,,533.64,377.95,1846.73,1486.38,156.23333,197.27077,156.09,,,0.0015,,,,,,,,,,,,,,
603506.sh,SH603506,2022年三季报,1789.44,1141.75,13.96,1277.37,2330.18,,,659.38,329.77,1377.57,1071.56,149.87993,192.41848,-,,,0.0014,,,,,,,,,,,,,,
603506.sh,SH603506,2022年中报,1814.51,1228.37,13.63,1370.72,2367.12,,,606.62,305.66,896.82,689.98,95.51103,132.81121,73.27,,,0.001,,,,,,,,,,,,,,
603506.sh,SH603506,2022年一季报,1653.57,1041.82,14.15,1209.63,2215.33,,,539.7,276.45,414.67,309.92,39.68395,53.55792,-,,,0.0004,,,,,,,,,,,,,,
600225.sh,SH600225,2023年三季报,3330.69,3864.37,1477.76,4862.86,7484.83,,,592.94,642.56,570.85,371.27,31.8535,-17.21134,-,,,0.0001,,,,,,,,,,,,,,
600225.sh,SH600225,2023年中报,4129.05,3871.54,1502.97,4694.67,7225.52,,,738.63,523.72,252.89,124.52,6.77757,-1.68188,185.04,,,0,,,,,,,,,,,,,,
600225.sh,SH600225,2023年一季报,4157,3729.93,1478.91,4584.36,7051.71,,,823.88,496.58,65.6,56.15,-21.68858,-21.15438,-,,,-0.0001,,,,,,,,,,,,,,
600225.sh,SH600225,2022年年报,3285.13,3009.53,1456.82,3544.67,6431.79,,,879.58,537.94,905.54,560.55,1064.18708,1076.59433,164.44,,,0.0037,,,,,,,,,,,,,,
600225.sh,SH600225,2022年三季报,2709.35,3696.64,1176.95,4176.81,6390.09,,,749.09,449.5,636.1,358.73,90.70834,115.08555,-,,,0.0004,,,,,,,,,,,,,,
600225.sh,SH600225,2022年中报,3287.13,3964.18,1511.37,4403.51,6439.38,,,530.37,501.92,214.84,99.42,-51.39042,-46.5224,-127.74,,,-0.0002,,,,,,,,,,,,,,
600225.sh,SH600225,2022年一季报,3079.7,3879.61,1499.87,4363.75,6263.31,,,561.23,547.83,39.4,34.74,-84.09982,-84.04919,-,,,-0.0004,,,,,,,,,,,,,,
000961.sz,SZ000961,2023年三季报,226464.03,230679.14,134118.76,256158.21,280576.03,,,8312.28,31677.14,31867.51,28862.66,-831.74211,-330.30307,-,,,-0.0003,,,,,,,,,,,,,,
000961.sz,SZ000961,2023年中报,233330.6,237227.95,139761.5,264078.32,288537.09,,,5692.18,32125.63,22809.62,20246.01,-435.66367,19.60915,571.4,,,-0.0002,,,,,,,,,,,,,,
000961.sz,SZ000961,2023年一季报,241388.48,243865.67,149859.93,270933.01,297922.07,,,6793.94,34756.73,11129.56,10253.44,-609.89975,-424.69129,-,,,-0.0002,,,,,,,,,,,,,,
000961.sz,SZ000961,2022年年报,245765.44,248784.04,150807.99,275469.33,306722.3,,,5939.22,31730.4,59036.31,59089.4,-9197.8568,-8957.94721,6253.32,,,-0.0029,,,,,,,,,,,,,,
000961.sz,SZ000961,2022年三季报,273447.76,264841.71,173521.49,296860.9,337286.55,,,4878.64,31548.24,34350.7,32227.25,-1789.67132,-1866.43611,-,,,-0.0004,,,,,,,,,,,,,,
000961.sz,SZ000961,2022年中报,277821.28,267642.83,179136.44,301415.28,342319.33,,,4770.66,31265.74,24134.57,21789.16,-1317.74727,-1313.38799,4808.97,,,-0.0003,,,,,,,,,,,,,,
000961.sz,SZ000961,2022年一季报,301237.44,285933.93,188604.75,326830.59,368991.77,,,3398.96,31939.61,7749.27,7038.35,-613.7419,-438.1571,-,,,-0.0001,,,,,,,,,,,,,,
000402.sz,SZ000402,2023年三季报,100011.23,38705.61,70516.27,109291.32,150211.63,,,883.21,6670.33,8200.4,7477.58,-1451.47009,-1681.57334,-,,,-0.0004,,,,,,,,,,,,,,
000402.sz,SZ000402,2023年中报,100416.52,38524.84,71876.04,108931.07,150487.07,,,843.12,7109.74,5615.09,4831.03,-817.55761,-899.88762,5552.82,,,-0.0002,,,,,,,,,,,,,,
000402.sz,SZ000402,2023年一季报,106211.08,36509.36,73181.89,114363.03,156550.91,,,886.1,7141.47,2835.21,2320.68,-232.48705,-245.49398,-,,,-0.0001,,,,,,,,,,,,,,
000402.sz,SZ000402,2022年年报,102595.67,41958.87,74295.48,110623.03,153043.88,,,908.1,8652.53,20505.78,17298.05,650.03323,959.04075,5611.19,,,0.0002,,,,,,,,,,,,,,
000402.sz,SZ000402,2022年三季报,103048.63,44743.56,76958.81,110449.45,154180.59,,,462.24,7306.79,15510.26,12780.3,1295.10629,1740.41629,-,,,0.0003,,,,,,,,,,,,,,
000402.sz,SZ000402,2022年中报,102971.06,40286.26,79092.58,110124.8,153710.11,,,588.22,7153.99,10604.09,8485.15,1126.15393,1494.30533,-1966.41,,,0.0003,,,,,,,,,,,,,,
000402.sz,SZ000402,2022年一季报,106945.11,42713.32,82484.54,113051.6,156527.19,,,746.77,7209.01,4699.89,3691.91,935.27827,1267.551,-,,,0.0002,,,,,,,,,,,,,,
600463.sh,SH600463,2023年三季报,1730.23,1381.35,336.21,1482.3,2595.27,,,284.96,386.13,377.74,330.95,-73.58367,-70.90678,-,,,-0.0007,,,,,,,,,,,,,,
600463.sh,SH600463,2023年中报,1663.19,1311.65,334,1411.16,2536.93,,,290.49,393.24,240.26,222.24,-61.62597,-60.38197,-10.57,,,-0.0005,,,,,,,,,,,,,,
600463.sh,SH600463,2023年一季报,1629.74,1359.45,339.89,1375.91,2513.32,,,164.9,364.94,128.41,136.48,-50.88979,-51.26946,-,,,-0.0004,,,,,,,,,,,,,,
600463.sh,SH600463,2022年年报,1662.2,1334.93,345.72,1372.7,2560.99,,,193.13,347.72,652.88,518.17,-51.18603,-35.07148,-139.7,,,-0.0004,,,,,,,,,,,,,,
600463.sh,SH600463,2022年三季报,1717.08,1302.39,327.84,1361.61,2625.31,,,134.44,333.79,554.69,394.93,22.57601,47.50109,-,,,0.0002,,,,,,,,,,,,,,
600463.sh,SH600463,2022年中报,1802.9,1396.27,329.28,1455.39,2723.17,,,128.09,307.34,443.36,299.94,26.60149,52.25018,-78.73,,,0.0002,,,,,,,,,,,,,,
600463.sh,SH600463,2022年一季报,1804.35,1575.05,323.79,1641.54,2876.75,,,112.57,266.16,175.57,136.99,-6.4608,-8.76937,-,,,-0.0001,,,,,,,,,,,,,,
000732.sz,SZ000732,2023年中报,172405.38,190939.68,158866.72,211418.45,217267.15,,,335.96,6015.85,1527.25,1314.13,-2047.43738,-2014.73101,-40.67,,,-0.0035,,,,,,,,,,,,,,
000732.sz,SZ000732,2023年一季报,170659.96,186121.15,157026.03,207764.78,215586.66,,,345.08,6032.01,969.25,878.9,-614.11503,-622.90393,-,,,-0.0007,,,,,,,,,,,,,,
000732.sz,SZ000732,2022年年报,169659.34,184699.78,155915.82,206181.77,214597.82,,,343.35,6118.51,8802.85,8490.78,-5155.82813,-5176.59974,-222.21,,,-0.0062,,,,,,,,,,,,,,
000732.sz,SZ000732,2022年三季报,171449.12,167419.71,156630.49,205726.69,216898.81,,,805.94,4970.64,5263.81,4875.75,-3104.59608,-3207.33489,-,,,-0.0027,,,,,,,,,,,,,,
000732.sz,SZ000732,2022年中报,172298.11,164008.53,157584.03,205651.76,218268.06,,,813.72,5085.7,3202.4,3450.07,-2033.84621,-2200.64921,206.71,,,-0.0016,,,,,,,,,,,,,,
000732.sz,SZ000732,2022年一季报,173895.23,147678.61,159125.94,206973.58,221344.7,,,499.36,5060.14,245.86,147,-416.47973,-435.8873,-,,,-0.0003,,,,,,,,,,,,,,
600094.sh,SH600094,2023年三季报,20239.54,12063.73,16357.62,14101.89,27461.36,,,174.71,2496.9,10228.19,8632.13,677.10625,967.18074,-,,,0.0005,,,,,,,,,,,,,,
600094.sh,SH600094,2023年中报,25555.64,17378.31,20107.37,19598.28,32598.17,,,205.06,1852.81,5224.2,4256.45,313.45205,532.2358,1243.3,,,0.0002,,,,,,,,,,,,,,
600094.sh,SH600094,2023年一季报,28107.98,19202.32,22928.8,22187.78,34999.78,,,239.21,1787.65,1499.31,1198.84,95.95552,130.06006,-,,,0.0001,,,,,,,,,,,,,,
600094.sh,SH600094,2022年年报,27675.6,18905.17,23414.41,21918.18,34628.65,,,243.06,1866.24,7361.4,6056.64,204.64691,323.01054,864.13,,,0.0002,,,,,,,,,,,,,,
600094.sh,SH600094,2022年三季报,31837.41,20385.31,26529.14,25605.64,38217.74,,,229.49,2024.39,3594.71,2772.27,58.95325,90.23446,-,,,0,,,,,,,,,,,,,,
600094.sh,SH600094,2022年中报,32586.69,19975.19,25747.08,26167.8,38877.56,,,215.66,1842.86,2053.2,1619.79,41.88536,58.28928,116.11,,,0,,,,,,,,,,,,,,
600094.sh,SH600094,2022年一季报,35028.49,20568.94,26636.77,28519.32,41323.08,,,232.61,1984.04,821.28,737.53,-77.11785,-93.28442,-,,,-0.0001,,,,,,,,,,,,,,
000573.sz,SZ000573,2023年三季报,1159.08,610.88,853.9,887.45,2409.93,,,28.1,45.89,272.08,230.4,-70.00549,-35.27329,-,,,-0.0005,,,,,,,,,,,,,,
000573.sz,SZ000573,2023年中报,1161.09,612.64,802.25,905,2500.33,,,37.02,30.27,174.53,146.72,1.41367,-1.71628,-59.86,,,0,,,,,,,,,,,,,,
000573.sz,SZ000573,2023年一季报,1017.69,656.87,782.88,943,2595.81,,,31.2,34.67,90.82,76.85,7.46564,6.40561,-,,,0,,,,,,,,,,,,,,
000573.sz,SZ000573,2022年年报,1235.04,693.41,790.76,915.84,2560.63,,,26.65,61.24,947.38,854.63,34.76891,31.86082,-60.01,,,0.0002,,,,,,,,,,,,,,
000573.sz,SZ000573,2022年三季报,1243.81,782,838.48,961.65,2613.75,,,36.88,37.95,759.86,688.56,41.64056,43.13878,-,,,0.0003,,,,,,,,,,,,,,
000573.sz,SZ000573,2022年中报,1215.92,657.73,772.25,804.25,2428.22,,,39.44,43.47,350.45,304.84,13.6675,14.32741,-161.15,,,0.0001,,,,,,,,,,,,,,
000573.sz,SZ000573,2022年一季报,1309.03,712.14,796.54,789.74,2456.4,,,48.27,61.84,125.77,102.48,-7.45823,-7.35331,-,,,0,,,,,,,,,,,,,,
000679.sz,SZ000679,2023年三季报,264.84,660.24,35.98,666.02,971.17,,,0.0475,49.93,124.17,92.49,-15.40916,-12.69941,-,,,-0.0005,,,,,,,,,,,,,,
000679.sz,SZ000679,2023年中报,264.68,655.64,34.83,661.45,977.15,,,0.0238,57.82,82.44,63.22,-4.8722,-2.13076,10.74,,,-0.0002,,,,,,,,,,,,,,
000679.sz,SZ000679,2023年一季报,262.98,666.13,35.07,672.03,981.6,,,0.0409,49.86,41.51,31.85,-10.99206,-10.99539,-,,,-0.0004,,,,,,,,,,,,,,
000679.sz,SZ000679,2022年年报,244.24,642.5,37.47,648.42,968.99,,,2.9072,46.86,149.46,116.46,-59.78492,-59.7745,-40.88,,,-0.0019,,,,,,,,,,,,,,
000679.sz,SZ000679,2022年三季报,251.77,637.56,37.49,645.13,983.81,,,0.0745,41.22,114.21,86.36,-41.66406,-41.70145,-,,,-0.0012,,,,,,,,,,,,,,
000679.sz,SZ000679,2022年中报,283.3,662.44,32.61,666.83,1018.12,,,0.2055,72.97,81.85,63.1,-29.05767,-29.08787,-9.26,,,-0.0008,,,,,,,,,,,,,,
000679.sz,SZ000679,2022年一季报,266.41,632.16,35.17,637.92,1006.21,,,0.0679,44.51,42.52,31.95,-12.05558,-12.0609,-,,,-0.0003,,,,,,,,,,,,,,
600215.sh,SH600215,2023年三季报,1522.42,1659.85,182.12,2095.85,4088.78,,,621.46,484.88,1476.49,1157.47,119.74321,158.15698,-,,,0.0006,,,,,,,,,,,,,,
600215.sh,SH600215,2023年中报,2150.85,1782.03,1042.73,2219.49,4017.28,,,218.31,255.22,853.53,675.45,82.79219,91.29668,-98.93,,,0.0005,,,,,,,,,,,,,,
600215.sh,SH600215,2023年一季报,1913.21,1720.34,927.77,2027.54,3723.12,,,424.28,244.74,390.75,299.91,46.45988,50.12199,-,,,0.0003,,,,,,,,,,,,,,
600215.sh,SH600215,2022年年报,1725.63,1654.09,940.69,1962.22,3585.78,,,271.97,245.38,1118.62,955.27,142.62386,165.32721,108.69,,,0.0009,,,,,,,,,,,,,,
600215.sh,SH600215,2022年三季报,1553.42,1266.17,1102.19,1908.27,3406.33,,,161.96,115.67,660.13,537.16,37.75917,30.39245,-,,,0.0003,,,,,,,,,,,,,,
600215.sh,SH600215,2022年中报,1485.78,1176.47,960.9,1812.25,3278.3,,,145.33,93.67,482.23,392.74,35.49228,36.7861,102.67,,,0.0002,,,,,,,,,,,,,,
600215.sh,SH600215,2022年一季报,1679.36,1256.8,1003.4,2004.61,3423.27,,,266.04,167.71,354.34,307.55,22.25236,14.02488,-,,,0.0002,,,,,,,,,,,,,,
600791.sh,SH600791,2023年三季报,20702.54,8824.29,15711.58,17004.01,21476.21,,,120.49,1221.01,2155.07,1994.18,-356.2338,-341.86304,-,,,-0.0008,,,,,,,,,,,,,,
600791.sh,SH600791,2023年中报,20317.16,7977.82,15546.4,15553.79,21091.31,,,126.87,1250.8,1919.72,1798.02,-117.48689,-103.18048,2702.94,,,-0.0002,,,,,,,,,,,,,,
600791.sh,SH600791,2023年一季报,19509.93,7053.76,15313.83,14660.9,20320.16,,,116.99,1284.32,1701.64,1603.45,-38.2869,-26.32593,-,,,-0.0001,,,,,,,,,,,,,,
600791.sh,SH600791,2022年年报,19331.07,7497.36,16622,14419.53,20154.94,,,120.16,1305.05,6178.89,5402.15,132.84614,261.0685,-1848.05,,,0.0002,,,,,,,,,,,,,,
600791.sh,SH600791,2022年三季报,23268.96,13774.19,20311.14,18626.76,24203.07,,,108.94,925.38,1131.97,966.92,-61.57941,-45.40383,-,,,-0.0001,,,,,,,,,,,,,,
600791.sh,SH600791,2022年中报,21184.8,13201.36,18881.82,16496.84,22110.99,,,127.89,758.19,949.66,801.74,-11.68087,4.70414,-1945,,,0,,,,,,,,,,,,,,
600791.sh,SH600791,2022年一季报,21754.45,13744.51,18486.77,16659.01,22706.21,,,126.21,675.27,794.31,697.48,-5.56017,6.76673,-,,,0,,,,,,,,,,,,,,
000616.sz,SZ000616,2023年中报,19.35,368.58,11.5,924.04,5553.17,,,1.7577,80.91,15.68,9.9052,25.18195,24.88167,-2.74,,,0.0001,,,,,,,,,,,,,,
000616.sz,SZ000616,2023年一季报,19.76,163.35,11.38,918.8,5390.81,,,3.1086,77.31,7.5704,5.0966,-8.91339,-8.91324,-,,,0,,,,,,,,,,,,,,
000616.sz,SZ000616,2022年年报,29.97,159.5,11.41,917.35,5399.23,,,7.5534,73.6,64.21,54.67,-352.67119,-352.67335,-5.14,,,-0.0008,,,,,,,,,,,,,,
000616.sz,SZ000616,2022年三季报,49.65,153.33,31.6,536.59,5957.5,,,2.6489,69.77,38.03,23.97,118.27382,118.27328,-,,,0.0002,,,,,,,,,,,,,,
000616.sz,SZ000616,2022年中报,59.94,142.95,37.24,523.03,5726.39,,,2.4211,66.09,28.42,17.5,63.10346,63.1024,-9.73,,,0.0001,,,,,,,,,,,,,,
000616.sz,SZ000616,2022年一季报,78.02,145.86,41.35,536.72,5506.72,,,0.4231,62.61,14.07,9.1504,-5.05272,-5.05303,-,,,0,,,,,,,,,,,,,,
600185.sh,SH600185,2023年三季报,22833.01,15352.95,19972.07,22627.83,28630.03,,,178,1399.36,2714.98,2022.53,-294.57535,-271.16474,-,,,-0.0005,,,,,,,,,,,,,,
600185.sh,SH600185,2023年中报,23988.58,16666.34,20506.46,23736.18,29860.05,,,220.71,1468.38,1855.41,1314.7,-195.74621,-160.65497,4241.14,,,-0.0003,,,,,,,,,,,,,,
600185.sh,SH600185,2023年一季报,26068.66,19513.47,20798.6,25924.94,32264.38,,,202.67,1617.17,988.56,701.72,9.68789,-13.03326,-,,,0,,,,,,,,,,,,,,
600185.sh,SH600185,2022年年报,24115.6,16638.17,21168.25,23925.11,30258.73,,,336.84,2049.69,4046.63,3067.03,-2648.51639,-2481.98934,1659.92,,,-0.0042,,,,,,,,,,,,,,
600185.sh,SH600185,2022年三季报,26196.92,13724.68,23272.79,24076.57,33234.76,,,361.36,1801.61,2754.54,2042.51,152.877,141.0597,-,,,0.0002,,,,,,,,,,,,,,
600185.sh,SH600185,2022年中报,26268.86,12661.28,23170.32,23986.64,32936.97,,,389.52,1910.21,2154.79,1506.44,94.81064,131.79903,345.05,,,0.0001,,,,,,,,,,,,,,
600185.sh,SH600185,2022年一季报,27397.02,11116.6,23366.06,24905.57,34078.16,,,489.37,2247.7,1343.14,885.46,129.0759,172.01798,-,,,0.0001,,,,,,,,,,,,,,
601588.sh,SH601588,2023年三季报,48573.35,22815.43,34049.82,45478.69,61398.53,,,250.02,5695.83,10489.96,8247.58,-24.12692,142.28104,-,,,0,,,,,,,,,,,,,,
601588.sh,SH601588,2023年中报,51808.7,25429.57,35621.93,48632.01,64548.93,,,229.26,5936.98,7268.89,5742.23,-28.34866,88.67335,1547.7,,,0,,,,,,,,,,,,,,
601588.sh,SH601588,2023年一季报,55295.62,29037.29,36955.29,51983.38,67991.23,,,232.49,6265.99,4185,3551.78,49.383,67.35208,-,,,0,,,,,,,,,,,,,,
601588.sh,SH601588,2022年年报,54450.94,31356.82,39603.15,51320.52,67280.22,,,223.71,6681.32,12988.94,10319.76,-1645.69866,-1454.40788,4003.55,,,-0.001,,,,,,,,,,,,,,
601588.sh,SH601588,2022年三季报,56659.35,32027.41,42290.23,53308.32,70144,,,141.01,6697.5,8766.24,7240.67,-766.16921,-733.55891,-,,,-0.0005,,,,,,,,,,,,,,
601588.sh,SH601588,2022年中报,60615.36,35156.26,42832.72,57394.81,74536.88,,,133.17,6981.61,6840.51,5684.22,-461.73448,-445.67277,1886.13,,,-0.0003,,,,,,,,,,,,,,
601588.sh,SH601588,2022年一季报,62511.55,34381.77,44813.1,57476.07,76824.32,,,69.48,5941.84,2326.61,1788.33,40.48301,68.55346,-,,,0,,,,,,,,,,,,,,
000736.sz,SZ000736,2023年三季报,135315.89,76365.64,108488.7,125597.15,143886.11,,,32.62,13846.66,11550.34,10963.58,-952.90284,-894.97031,-,,,-0.0005,,,,,,,,,,,,,,
000736.sz,SZ000736,2023年中报,132718.83,75103.11,106692.23,122259.1,141111.56,,,93.29,13295.19,8762.87,8048.81,-441.64849,-330.63393,2994.97,,,-0.0002,,,,,,,,,,,,,,
000736.sz,SZ000736,2023年一季报,131734.25,74141.24,108412.91,121438.94,140240.51,,,33.18,13940.45,2688.86,2373.57,-91.15225,4.9751,-,,,0,,,,,,,,,,,,,,
000736.sz,SZ000736,2022年年报,128547.95,73132.89,106943.09,118265.97,137307.21,,,28.68,17366.01,38467.05,33299.76,1096.31089,2003.39646,2934.84,,,0.0006,,,,,,,,,,,,,,
000736.sz,SZ000736,2022年三季报,137972.43,90389.74,116882.01,129379.76,147482.01,,,126.87,11751.26,15250.27,13503.97,129.62726,251.95997,-,,,0.0001,,,,,,,,,,,,,,
000736.sz,SZ000736,2022年中报,138684.37,88846.19,114138.18,130064.6,148282.74,,,146.4,11730.91,12442.08,10893.89,332.20345,397.32756,2812.78,,,0.0002,,,,,,,,,,,,,,
000736.sz,SZ000736,2022年一季报,139491.59,78484.51,108682.03,132552.11,150519.8,,,44.21,9282.93,3948.06,3382.04,24.47794,120.79274,-,,,0,,,,,,,,,,,,,,
600716.sh,SH600716,2023年三季报,5870.98,2232.1,4733.96,2922.92,8111.58,,,0.5618,66.86,279.84,142.79,47.18055,72.94662,-,,,0.0001,,,,,,,,,,,,,,
600716.sh,SH600716,2023年中报,5848.13,2197.01,4635.35,2932.15,8116.61,,,0.6321,76.42,238.87,118.26,33.53698,53.30642,-84.24,,,0.0001,,,,,,,,,,,,,,
600716.sh,SH600716,2023年一季报,5749.41,2109.2,4704.43,2741.77,8011.23,,,0.5618,87.76,215.75,105.83,40.66969,61.56271,-,,,0.0001,,,,,,,,,,,,,,
600716.sh,SH600716,2022年年报,6007.22,2132.04,4676.16,3019.87,8138.87,,,2.4901,175.47,607.56,447.31,-390.59878,-367.45903,-2538.15,,,-0.0008,,,,,,,,,,,,,,
600716.sh,SH600716,2022年三季报,5525.31,1195.16,3932.87,2079.55,7592.24,,,2.2592,154.88,565.4,408.74,37.76856,53.67213,-,,,0.0001,,,,,,,,,,,,,,
600716.sh,SH600716,2022年中报,5011.09,502.52,2768.18,1566.21,7208.72,,,2.2592,156.92,494.9,336.55,78.5896,102.58579,-169.45,,,0.0001,,,,,,,,,,,,,,
600716.sh,SH600716,2022年一季报,4807.86,673.69,2752.99,1383.67,6998.32,,,2.2592,159.08,485.67,329.63,66.39102,90.91431,-,,,0.0001,,,,,,,,,,,,,,
000926.sz,SZ000926,2023年三季报,28729.83,18390.16,20573.91,24662.23,37028.5,,,313.71,2037.89,4437.04,3335.3,53.24444,188.91942,-,,,0,,,,,,,,,,,,,,
000926.sz,SZ000926,2023年中报,28604.8,17984.91,20795.05,24570.88,36939.71,,,340.19,1804.74,3405.76,2527.83,48.02122,154.06306,395.48,,,0,,,,,,,,,,,,,,
000926.sz,SZ000926,2023年一季报,29732.41,19850.91,21448.27,25899.91,38299.8,,,332.49,2044.68,1380.25,939.96,38.923,92.99646,-,,,0,,,,,,,,,,,,,,
000926.sz,SZ000926,2022年年报,29703.7,19556.07,21456.18,25911.5,38275.03,,,315.86,2317.81,15142.32,12017.13,168.07978,640.63295,2211.03,,,0.0001,,,,,,,,,,,,,,
000926.sz,SZ000926,2022年三季报,34488.65,23359.69,24476.28,31228.23,43565.61,,,349.18,1728.67,9188.96,7784.78,24.81019,100.61481,-,,,0,,,,,,,,,,,,,,
000926.sz,SZ000926,2022年中报,34922.03,23491.77,24202.36,31604.18,44009.2,,,375.73,1881.1,8136.45,6965.41,45.56411,123.33359,1022.09,,,0,,,,,,,,,,,,,,
000926.sz,SZ000926,2022年一季报,39023.38,27326.6,28623.62,35857.96,48321.54,,,398.87,1755.65,1655.73,1291.77,61.59302,89.00163,-,,,0,,,,,,,,,,,,,,
600604.sh,SH600604,2023年三季报,11633.45,7323.29,9425.46,13610.58,22057.34,,,146.96,1159.88,786.47,514.07,-40.81794,-26.95089,-,,,0,,,,,,,,,,,,,,
600604.sh,SH600604,2023年中报,11589.83,8194.12,9103.68,13682.61,22161.06,,,175.12,1058.38,526.03,348.39,-19.09493,-11.44132,-69.02,,,0,,,,,,,,,,,,,,
600604.sh,SH600604,2023年一季报,11426.73,7957.71,8864.78,13578.73,22046.17,,,117.3,1031.84,245.47,159.1,-35.42173,-31.71165,-,,,0,,,,,,,,,,,,,,
600604.sh,SH600604,2022年年报,11355.31,7887.41,8769.38,13552.94,22061.78,,,207.6,1211.73,1262.96,668.24,100.27922,154.36547,1789.04,,,0.0001,,,,,,,,,,,,,,
600604.sh,SH600604,2022年三季报,10386.01,6823.19,9085.58,12450.3,20882.83,,,329.15,985.81,943.15,470.5,23.39017,59.48789,-,,,0,,,,,,,,,,,,,,
600604.sh,SH600604,2022年中报,10359.76,5491.53,8942.59,12469.65,20915.36,,,338.8,908.67,663.97,320.85,14.14255,52.88791,-218.95,,,0,,,,,,,,,,,,,,
600604.sh,SH600604,2022年一季报,10124.44,5191.71,8746.87,12253.96,20785.97,,,415.59,815.14,458.67,164.96,84.02823,127.68777,-,,,0.0001,,,,,,,,,,,,,,
600466.sh,SH600466,2023年中报,112320.58,139962.64,84030.36,150653.19,126354.78,,,2135.35,20707.32,8794.5,8630.58,-3151.06917,-2907.18203,-143.17,,,0.0013,,,,,,,,,,,,,,
